data,precipitacao_total_mm,temperatura_media_c,umidade_relativa_%,vento_m_s,queda_de_energia,ESTADO,ESTACAO
2025-02-20,0.80,27.26,67.70,1.31,0,MT,CUIABA
2025-02-20,0.00,26.60,55.88,0.93,0,GO,GOIANIA
2025-02-20,2.00,28.11,76.79,0.99,0,BA,SALVADOR
2025-02-20,0.20,25.18,83.58,1.73,0,SC,FLORIANOPOLIS
2025-02-20,7.80,26.95,75.33,1.46,0,ES,VITORIA
2025-02-25,0.00,21.59,68.67,6.56,0,MG,BELO HORIZONTE - CERCADINHO
2025-02-25,0.00,29.71,65.33,1.36,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-02-26,0.00,28.55,74.67,2.65,0,SC,FLORIANOPOLIS
2025-02-26,8.20,22.84,82.92,0.83,0,GO,GOIANIA
2025-02-26,0.00,23.03,69.25,2.60,0,DF,BRASILIA
2025-02-26,0.40,26.16,73.81,1.60,0,MT,CUIABA
2025-02-26,0.00,27.24,74.83,1.53,0,ES,VITORIA
2025-02-26,1.40,27.30,77.88,0.93,0,BA,SALVADOR
2025-02-27,0.00,28.31,75.92,2.20,1,SC,FLORIANOPOLIS
2025-03-01,0.00,30.00,59.08,22.29,1,RJ,RIO DE JANEIRO - VILA MILITAR
2025-03-02,0.00,28.50,72.96,2.05,1,SC,FLORIANOPOLIS
2025-03-03,0.00,22.94,67.29,3.03,1,DF,BRASILIA
2025-03-03,0.00,25.80,60.79,1.30,1,GO,GOIANIA
2025-03-04,0.00,28.74,62.29,1.81,1,RJ,RIO DE JANEIRO - VILA MILITAR
2025-03-04,0.20,20.70,71.50,7.05,1,MG,BELO HORIZONTE - CERCADINHO
2025-03-05,0.60,27.22,71.71,2.00,1,SC,FLORIANOPOLIS
2025-03-07,0.00,26.22,54.54,20.93,1,GO,GOIANIA
2025-03-13,14.60,23.77,84.92,2.15,1,SC,FLORIANOPOLIS
2025-03-15,0.00,27.10,77.17,1.35,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-03-15,0.00,23.75,67.79,5.78,0,MG,BELO HORIZONTE - CERCADINHO
2025-03-18,11.60,27.20,79.42,0.93,0,BA,SALVADOR
2025-03-18,2.00,28.40,65.62,1.01,0,MT,CUIABA
2025-03-18,0.00,23.89,66.58,1.62,0,DF,BRASILIA
2025-03-18,0.60,25.51,71.92,0.60,0,GO,GOIANIA
2025-03-18,4.60,24.89,78.21,1.79,0,SC,FLORIANOPOLIS
2025-03-18,0.20,26.28,79.50,1.15,0,ES,VITORIA
2025-03-19,0.40,26.68,80.96,1.08,0,ES,VITORIA
2025-03-19,0.00,23.50,70.54,1.65,0,DF,BRASILIA
2025-03-19,0.00,25.38,70.71,0.86,0,GO,GOIANIA
2025-03-19,0.00,27.52,75.83,0.97,0,BA,SALVADOR
2025-03-19,54.20,26.02,80.42,1.82,1,RJ,RIO DE JANEIRO - VILA MILITAR
2025-03-19,0.00,27.97,67.88,1.39,0,MT,CUIABA
2025-03-19,0.80,23.22,75.54,1.86,0,SC,FLORIANOPOLIS
2025-03-24,0.80,23.64,77.21,0.71,0,GO,GOIANIA
2025-03-24,14.60,27.97,66.73,1.61,0,MT,CUIABA
2025-03-24,1.40,25.38,74.88,1.42,0,SC,FLORIANOPOLIS
2025-03-24,0.00,27.05,78.83,1.26,0,ES,VITORIA
2025-03-24,0.40,28.19,72.50,1.12,0,BA,SALVADOR
2025-03-24,0.20,21.14,84.83,1.35,0,DF,BRASILIA
2025-03-25,0.40,26.48,80.21,1.30,1,RJ,RIO DE JANEIRO - VILA MILITAR
2025-03-26,11.20,21.28,77.08,5.16,0,MG,BELO HORIZONTE - CERCADINHO
2025-03-26,0.00,26.33,79.58,1.00,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-03-28,1.80,25.03,76.04,0.63,1,GO,GOIANIA
2025-03-31,0.00,25.79,69.62,0.75,0,GO,GOIANIA
2025-03-31,1.20,29.09,63.36,1.74,0,MT,CUIABA
2025-03-31,0.00,27.49,76.79,1.11,0,ES,VITORIA
2025-03-31,1.00,27.46,78.50,0.97,0,BA,SALVADOR
2025-03-31,0.00,26.12,74.04,1.91,0,SC,FLORIANOPOLIS
2025-03-31,0.00,23.63,66.92,1.85,0,DF,BRASILIA
2025-04-03,0.00,27.11,74.36,1.15,0,MT,CUIABA
2025-04-03,0.00,27.89,70.91,0.84,0,BA,SALVADOR
2025-04-03,5.40,25.17,83.29,2.56,0,SC,FLORIANOPOLIS
2025-04-03,0.00,27.19,74.04,1.49,0,ES,VITORIA
2025-04-03,0.00,25.25,69.58,0.60,0,GO,GOIANIA
2025-04-03,0.00,23.95,63.83,1.97,0,DF,BRASILIA
2025-04-04,0.00,27.74,70.42,1.52,0,ES,VITORIA
2025-04-04,0.00,28.41,70.25,0.96,0,BA,SALVADOR
2025-04-04,0.40,23.19,70.38,1.85,0,DF,BRASILIA
2025-04-04,44.80,26.28,84.83,0.94,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-04-04,1.60,24.58,73.71,1.12,0,GO,GOIANIA
2025-04-04,23.80,27.30,74.43,1.15,0,MT,CUIABA
2025-04-04,0.00,22.48,70.71,4.62,0,MG,BELO HORIZONTE - CERCADINHO
2025-04-04,8.60,22.00,75.96,3.15,0,SC,FLORIANOPOLIS
2025-04-10,15.80,24.94,79.92,1.66,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-04-10,0.20,21.40,69.75,3.43,0,MG,BELO HORIZONTE - CERCADINHO
2025-04-13,0.00,25.22,75.12,0.68,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-04-13,0.00,20.37,68.04,5.73,0,MG,BELO HORIZONTE - CERCADINHO
2025-04-16,57.00,17.77,88.00,6.87,1,MG,BELO HORIZONTE - CERCADINHO
2025-04-16,0.00,21.54,82.54,2.10,0,DF,BRASILIA
2025-04-16,0.00,27.86,77.12,0.88,0,BA,SALVADOR
2025-04-16,1.00,26.75,77.71,1.72,0,MT,CUIABA
2025-04-16,6.60,24.93,78.46,0.83,0,ES,VITORIA
2025-04-16,0.00,23.89,76.50,0.56,0,GO,GOIANIA
2025-04-16,0.00,23.44,69.75,1.71,0,SC,FLORIANOPOLIS
2025-04-19,0.00,23.52,81.12,2.07,1,SC,FLORIANOPOLIS
2025-04-22,0.00,23.92,67.12,0.99,0,ES,VITORIA
2025-04-22,0.00,18.99,74.79,1.31,0,SC,FLORIANOPOLIS
2025-04-22,0.00,25.18,70.25,0.63,0,GO,GOIANIA
2025-04-22,22.40,26.10,77.50,0.99,0,MT,CUIABA
2025-04-22,0.20,21.91,81.17,1.55,0,DF,BRASILIA
2025-04-22,14.80,26.80,85.79,1.17,0,BA,SALVADOR
2025-04-24,0.00,24.53,77.29,0.70,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-04-24,0.40,19.15,79.50,4.30,0,MG,BELO HORIZONTE - CERCADINHO
2025-04-25,0.00,22.30,77.12,1.15,0,SC,FLORIANOPOLIS
2025-04-25,0.00,28.98,63.71,1.67,0,MT,CUIABA
2025-04-25,0.00,26.92,68.50,1.21,0,ES,VITORIA
2025-04-25,1.60,26.14,85.88,0.87,0,BA,SALVADOR
2025-04-25,1.20,21.93,83.75,1.43,0,DF,BRASILIA
2025-04-25,3.80,24.21,80.29,0.60,0,GO,GOIANIA
2025-04-26,0.00,25.75,72.08,1.26,0,ES,VITORIA
2025-04-26,0.00,21.77,80.25,1.28,0,SC,FLORIANOPOLIS
2025-04-26,0.00,26.95,82.92,0.72,0,BA,SALVADOR
2025-04-26,0.20,22.04,80.79,1.09,0,DF,BRASILIA
2025-04-26,0.00,29.78,62.04,1.55,0,MT,CUIABA
2025-04-26,0.20,24.94,73.25,0.50,0,GO,GOIANIA
2025-04-27,0.00,24.76,79.33,0.65,1,RJ,RIO DE JANEIRO - VILA MILITAR
2025-04-28,0.60,25.28,81.38,1.02,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-04-28,1.00,20.51,84.50,2.81,0,MG,BELO HORIZONTE - CERCADINHO
2025-04-29,0.00,21.09,77.42,2.75,0,MG,BELO HORIZONTE - CERCADINHO
2025-04-29,21.20,21.90,90.29,0.88,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-05-01,3.20,26.49,83.04,0.88,0,BA,SALVADOR
2025-05-01,0.40,21.26,86.88,2.34,0,DF,BRASILIA
2025-05-01,0.00,24.25,72.71,1.11,0,GO,GOIANIA
2025-05-01,0.00,19.95,68.42,1.18,0,SC,FLORIANOPOLIS
2025-05-01,0.00,26.94,67.50,0.99,0,MT,CUIABA
2025-05-01,0.00,23.86,67.35,1.10,0,ES,VITORIA
2025-05-03,0.00,17.03,68.33,5.99,0,MG,BELO HORIZONTE - CERCADINHO
2025-05-03,0.00,21.20,78.88,0.37,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-05-04,0.00,17.20,66.62,5.40,0,MG,BELO HORIZONTE - CERCADINHO
2025-05-04,0.00,21.83,80.96,0.56,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-05-08,0.20,18.84,74.00,5.62,0,MG,BELO HORIZONTE - CERCADINHO
2025-05-08,0.00,24.02,79.33,0.61,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-05-12,0.00,24.64,63.54,1.23,1,GO,GOIANIA
2025-05-12,0.40,17.65,79.46,10.32,1,MG,BELO HORIZONTE - CERCADINHO
2025-05-12,0.00,22.31,68.17,20.92,1,DF,BRASILIA
2025-05-14,15.00,24.54,89.17,1.93,1,BA,SALVADOR
2025-05-15,0.00,18.85,75.29,3.29,1,DF,BRASILIA
2025-05-15,0.00,21.59,66.62,1.45,1,GO,GOIANIA
2025-05-15,0.00,15.89,77.79,7.35,1,MG,BELO HORIZONTE - CERCADINHO
2025-05-16,48.76,18.47,77.67,3.74,1,DF,BRASILIA
2025-05-18,5.40,25.17,81.00,1.53,1,BA,SALVADOR
2025-05-19,3.80,25.03,78.83,1.33,0,BA,SALVADOR
2025-05-19,0.00,19.36,69.57,2.67,0,DF,BRASILIA
2025-05-19,0.00,21.88,62.04,1.13,0,GO,GOIANIA
2025-05-19,2.00,22.53,85.04,1.03,0,ES,VITORIA
2025-05-19,0.00,,,,0,SC,FLORIANOPOLIS
2025-05-19,0.00,28.42,57.42,1.29,0,MT,CUIABA
2025-05-20,0.00,17.62,59.38,3.28,0,MG,BELO HORIZONTE - CERCADINHO
2025-05-20,0.00,21.40,76.67,0.40,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-05-23,0.00,19.31,65.29,4.23,0,MG,BELO HORIZONTE - CERCADINHO
2025-05-23,0.80,21.75,87.67,0.86,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-05-27,0.00,25.76,74.96,0.92,0,BA,SALVADOR
2025-05-27,0.00,19.45,64.79,2.35,0,DF,BRASILIA
2025-05-27,5.20,24.15,85.43,0.95,0,ES,VITORIA
2025-05-27,0.00,28.70,49.88,1.74,0,MT,CUIABA
2025-05-27,0.00,,,,0,SC,FLORIANOPOLIS
2025-05-27,0.00,22.93,53.52,0.89,0,GO,GOIANIA
2025-05-29,0.00,18.52,78.25,1.21,1,GO,GOIANIA
2025-06-01,0.00,21.21,82.92,0.78,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-06-01,0.40,19.24,75.54,6.24,0,MG,BELO HORIZONTE - CERCADINHO
2025-06-03,0.00,23.32,65.10,1.25,0,GO,GOIANIA
2025-06-03,32.40,22.89,89.42,0.95,0,ES,VITORIA
2025-06-03,6.20,24.59,85.79,0.98,0,BA,SALVADOR
2025-06-03,0.00,20.49,73.54,2.70,0,DF,BRASILIA
2025-06-03,0.00,,,,0,SC,FLORIANOPOLIS
2025-06-03,0.00,26.73,65.17,0.81,0,MT,CUIABA
2025-06-08,0.00,21.83,59.77,0.48,0,GO,GOIANIA
2025-06-08,0.00,,,,0,SC,FLORIANOPOLIS
2025-06-08,0.00,21.02,50.42,1.80,0,DF,BRASILIA
2025-06-08,0.00,25.37,75.61,0.86,0,BA,SALVADOR
2025-06-08,0.00,24.69,78.00,1.09,0,ES,VITORIA
2025-06-08,0.00,27.61,51.17,1.18,0,MT,CUIABA
2025-06-10,5.60,19.50,90.12,0.82,1,RJ,RIO DE JANEIRO - VILA MILITAR
2025-06-12,0.20,13.38,66.88,9.64,1,MG,BELO HORIZONTE - CERCADINHO
2025-06-14,0.00,,,,1,SC,FLORIANOPOLIS
2025-06-17,41.20,23.59,88.88,1.62,1,BA,SALVADOR
2025-06-18,0.20,16.47,73.00,6.52,0,MG,BELO HORIZONTE - CERCADINHO
2025-06-18,0.00,20.45,78.92,0.75,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-06-23,0.00,24.32,81.29,0.65,0,BA,SALVADOR
2025-06-23,0.00,28.51,50.85,2.03,0,MT,CUIABA
2025-06-23,0.00,23.99,69.25,1.18,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-06-23,0.00,,,,0,SC,FLORIANOPOLIS
2025-06-23,0.00,22.61,61.52,0.59,0,GO,GOIANIA
2025-06-23,0.00,20.48,59.83,1.19,0,DF,BRASILIA
2025-06-23,0.00,24.10,75.50,1.59,0,ES,VITORIA
2025-06-23,0.00,20.03,54.67,3.84,0,MG,BELO HORIZONTE - CERCADINHO
2025-06-24,0.00,18.88,64.75,4.08,0,MG,BELO HORIZONTE - CERCADINHO
2025-06-24,0.00,19.57,83.25,2.24,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-06-25,0.00,16.23,78.54,7.30,1,MG,BELO HORIZONTE - CERCADINHO
2025-06-25,0.00,21.34,68.52,1.44,1,GO,GOIANIA
2025-06-26,0.00,23.40,57.10,1.24,0,GO,GOIANIA
2025-06-26,0.00,21.76,69.95,1.03,0,ES,VITORIA
2025-06-26,10.20,24.62,84.58,1.28,0,BA,SALVADOR
2025-06-26,0.00,26.60,64.70,0.95,0,MT,CUIABA
2025-06-26,0.00,19.91,67.21,2.81,0,DF,BRASILIA
2025-06-26,0.00,,,,0,SC,FLORIANOPOLIS
2025-06-27,0.00,23.07,78.88,1.07,0,ES,VITORIA
2025-06-27,12.80,24.30,85.83,1.18,0,BA,SALVADOR
2025-06-27,0.00,22.31,58.75,0.88,0,GO,GOIANIA
2025-06-27,0.00,19.48,65.17,2.00,0,DF,BRASILIA
2025-06-27,0.00,26.60,67.25,0.86,0,MT,CUIABA
2025-06-27,0.00,,,,0,SC,FLORIANOPOLIS
2025-06-30,0.20,25.04,73.58,1.08,0,BA,SALVADOR
2025-06-30,0.00,23.02,72.79,1.17,0,ES,VITORIA
2025-06-30,0.00,,,,0,SC,FLORIANOPOLIS
2025-06-30,0.00,19.44,62.67,2.10,0,DF,BRASILIA
2025-06-30,0.20,18.42,81.38,2.22,0,MT,CUIABA
2025-06-30,0.00,22.05,54.43,0.98,0,GO,GOIANIA
2025-07-02,7.20,18.65,92.46,1.10,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-07-02,0.00,16.91,67.21,6.32,0,MG,BELO HORIZONTE - CERCADINHO
2025-07-03,0.00,15.90,71.00,7.82,1,MG,BELO HORIZONTE - CERCADINHO
2025-07-03,0.00,16.65,76.50,2.25,1,MT,CUIABA
2025-07-04,0.00,17.82,61.96,2.87,1,DF,BRASILIA
2025-07-04,0.40,14.70,78.29,9.20,1,MG,BELO HORIZONTE - CERCADINHO
2025-07-05,239.48,19.98,54.14,1.30,1,GO,GOIANIA
2025-07-05,6.20,23.25,87.83,2.49,1,BA,SALVADOR
2025-07-06,0.00,17.23,86.00,0.18,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-07-06,0.00,16.51,54.17,3.68,0,MG,BELO HORIZONTE - CERCADINHO
2025-07-06,59.20,21.97,95.54,1.84,1,BA,SALVADOR
2025-07-07,0.00,14.83,65.21,6.99,1,MG,BELO HORIZONTE - CERCADINHO
2025-07-08,0.00,23.80,50.12,0.91,1,MT,CUIABA
2025-07-09,0.00,23.75,76.04,1.51,1,BA,SALVADOR
2025-07-09,0.00,18.80,84.46,0.96,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-07-09,0.00,15.68,59.46,5.79,0,MG,BELO HORIZONTE - CERCADINHO
2025-07-10,0.00,20.84,48.19,1.53,0,GO,GOIANIA
2025-07-10,2.40,20.67,76.33,0.88,0,ES,VITORIA
2025-07-10,0.00,,,,0,SC,FLORIANOPOLIS
2025-07-10,0.00,24.02,51.67,0.76,0,MT,CUIABA
2025-07-10,4.00,23.81,77.46,1.38,0,BA,SALVADOR
2025-07-10,0.00,18.35,51.54,3.10,0,DF,BRASILIA
2025-07-10,0.00,15.58,65.50,6.83,1,MG,BELO HORIZONTE - CERCADINHO
2025-07-12,1.20,23.92,73.33,1.50,0,BA,SALVADOR
2025-07-12,0.00,21.88,49.25,2.02,0,GO,GOIANIA
2025-07-12,0.00,15.20,76.12,7.17,0,MG,BELO HORIZONTE - CERCADINHO
2025-07-12,0.00,21.27,76.17,0.85,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-07-12,1.60,20.06,88.62,0.89,0,ES,VITORIA
2025-07-12,0.00,,,,0,SC,FLORIANOPOLIS
2025-07-12,0.00,17.37,67.42,3.16,0,DF,BRASILIA
2025-07-12,0.00,23.92,49.62,0.84,0,MT,CUIABA
2025-07-13,0.00,17.31,66.29,2.75,1,DF,BRASILIA
2025-07-13,0.00,14.81,61.88,24.92,1,MG,BELO HORIZONTE - CERCADINHO
2025-07-13,5.60,23.43,77.29,2.05,1,BA,SALVADOR
2025-07-16,0.00,16.79,47.92,5.18,0,MG,BELO HORIZONTE - CERCADINHO
2025-07-16,0.00,16.90,80.25,0.51,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-07-17,6.00,23.48,83.04,1.85,0,BA,SALVADOR
2025-07-17,0.00,18.25,55.00,1.98,0,DF,BRASILIA
2025-07-17,0.00,21.44,76.16,1.08,0,ES,VITORIA
2025-07-17,0.00,,,,0,SC,FLORIANOPOLIS
2025-07-17,0.00,24.48,50.46,1.23,0,MT,CUIABA
2025-07-17,0.00,20.83,51.18,0.70,0,GO,GOIANIA
2025-07-18,0.00,17.52,51.12,2.92,0,MG,BELO HORIZONTE - CERCADINHO
2025-07-18,0.00,19.80,76.42,0.90,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-07-28,0.00,27.01,48.17,1.35,0,MT,CUIABA
2025-07-28,0.00,23.89,70.54,1.83,0,ES,VITORIA
2025-07-28,0.00,21.20,44.54,1.85,0,DF,BRASILIA
2025-07-28,0.00,,,,0,SC,FLORIANOPOLIS
2025-07-28,0.00,23.23,50.29,0.77,0,GO,GOIANIA
2025-07-28,0.00,19.12,56.50,4.25,0,MG,BELO HORIZONTE - CERCADINHO
2025-07-28,0.00,24.03,74.38,0.92,0,BA,SALVADOR
2025-07-28,0.00,22.39,71.08,1.12,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-07-30,0.00,17.29,64.21,2.08,1,RJ,RIO DE JANEIRO - VILA MILITAR
2025-07-31,0.00,19.73,45.58,2.35,0,DF,BRASILIA
2025-07-31,0.00,,,,0,SC,FLORIANOPOLIS
2025-07-31,0.00,20.81,57.61,1.49,0,ES,VITORIA
2025-07-31,2.40,24.00,81.79,0.86,0,BA,SALVADOR
2025-07-31,0.00,27.28,46.71,1.15,0,MT,CUIABA
2025-07-31,0.00,21.14,40.86,1.02,0,GO,GOIANIA
2025-08-05,0.00,21.49,48.18,0.73,1,GO,GOIANIA
2025-08-05,0.00,19.58,83.29,0.64,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-08-05,0.00,15.61,63.71,6.34,0,MG,BELO HORIZONTE - CERCADINHO
2025-08-06,0.00,22.18,72.38,1.15,1,MT,CUIABA
2025-08-08,0.00,27.02,54.44,2.10,1,ES,VITORIA
2025-08-09,0.00,24.11,81.04,0.92,0,BA,SALVADOR
2025-08-09,0.00,,,,0,SC,FLORIANOPOLIS
2025-08-09,0.00,25.03,65.33,2.13,0,ES,VITORIA
2025-08-09,0.00,20.58,53.82,1.64,0,GO,GOIANIA
2025-08-09,0.00,20.56,49.08,2.31,0,DF,BRASILIA
2025-08-09,0.60,20.33,49.08,3.62,0,MG,BELO HORIZONTE - CERCADINHO
2025-08-09,0.00,20.59,51.48,2.39,0,MT,CUIABA
2025-08-09,0.40,19.28,84.62,1.60,0,RJ,RIO DE JANEIRO - VILA MILITAR
2025-08-11,0.00,21.87,41.46,1.34,1,MT,CUIABA
2025-08-12,0.00,18.39,31.17,2.06,1,DF,BRASILIA
2025-08-15,0.00,,,,0,SC,FLORIANOPOLIS
2025-08-15,0.00,23.21,41.75,2.73,0,DF,BRASILIA
2025-08-15,0.00,23.47,58.20,1.89,0,ES,VITORIA
2025-08-15,0.00,25.27,33.75,1.12,0,MT,CUIABA
2025-08-15,1.00,24.74,78.83,1.23,0,BA,SALVADOR
2025-08-15,0.00,27.41,29.82,1.18,0,GO,GOIANIA
2025-08-18,0.00,,,,1,SC,FLORIANOPOLIS
2025-08-19,0.00,38.96,66.58,8.00,1,MG,BELO HORIZONTE - CERCADINHO
2025-08-20,0.00,24.12,67.12,1.49,1,BA,SALVADOR
2025-08-21,0.00,22.95,30.33,2.78,1,DF,BRASILIA
2025-08-23,0.00,22.03,36.08,1.95,0,DF,BRASILIA
2025-08-23,0.00,,,,0,GO,GOIANIA
2025-08-23,0.00,31.92,19.48,1.92,0,MT,CUIABA
2025-08-23,0.00,24.65,65.64,2.66,0,ES,VITORIA
2025-08-23,0.00,,,,0,SC,FLORIANOPOLIS
2025-08-23,3.00,23.40,83.25,0.85,0,BA,SALVADOR
2025-08-24,0.00,22.63,38.71,2.15,0,DF,BRASILIA
2025-08-24,0.00,,,,0,SC,FLORIANOPOLIS
2025-08-24,0.00,24.82,66.18,2.31,0,ES,VITORIA
2025-08-24,0.00,,,,0,GO,GOIANIA
2025-08-24,6.60,23.46,86.92,0.86,0,BA,SALVADOR
2025-08-24,0.00,21.70,55.79,2.12,0,MT,CUIABA
2025-08-25,69.36,20.23,57.46,2.21,1,MT,CUIABA
2025-08-28,0.00,24.18,32.92,2.74,1,DF,BRASILIA
2025-08-29,0.00,23.91,43.46,2.37,1,GO,GOIANIA
2025-08-31,0.00,22.94,42.00,2.82,1,DF,BRASILIA
